birthdate,isBlock,injuredDays,up15,photo2,isActive,idTeam,nick,number,insertDatetime,price,height,isNational,isExitLeague,initialPrice,fullName,photo,url,fisicStatus,imageTeam,license,idPlayer,birthplace,nationality,competitionAverage,pointsJourney,numberJourney,keep,imageTeamNegative,position,isExtraCommunity,shortName,nameTeam,age,down15
23/01/2003,TRUE,0,26.4,0000569023_5-6_03.jpg,TRUE,13,Domínguez,9,20240909T093411+0000,239655,197,TRUE,FALSE,215000,Rubén Domínguez,0000569011_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212114,fit,logo_surnebb_pos.png,JFL,110,Puerto Real,España,4.8,<dbl>,<int>,4.8,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,3,FALSE,R. Domínguez,Surne Bilbao Basket,22,-16.8
13/10/2007,TRUE,0,11.9,0000809285_5-6_03.jpg,TRUE,12,Villar,45,20241209T113336+0000,201667,190,TRUE,FALSE,100000,Raúl Villar,0000809179_5-6_03.jpg,NA,fit,2324BarcaLogoweb.png,JFL,264,Barcelona,España,4,<dbl>,<int>,4,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,1,FALSE,R. Villar,Barça,17,-3.8
01/10/2001,TRUE,0,13.3,0000568799_5-6_03.jpg,TRUE,13,Sylla,43,20240909T093411+0000,187500,206,TRUE,FALSE,330000,Amar Sylla,0000568787_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002005,fit,logo_surnebb_pos.png,JFL,113,Dakar,Senegal,3.8,<dbl>,<int>,3.8,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,5,FALSE,A. Sylla,Surne Bilbao Basket,23,-5.8
25/05/1999,TRUE,0,17.8,0000568911_5-6_03.jpg,TRUE,13,Kullamae,77,20240909T093411+0000,187500,193,FALSE,FALSE,310000,Kristian Kullamae,0000568902_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001225,injured,logo_surnebb_pos.png,EUR,107,Tallin,Estonia,3.7,<dbl>,<int>,3.8,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,3,FALSE,K. Kullamae,Surne Bilbao Basket,26,-10.3
24/02/1989,TRUE,0,-0.6,0000569105_5-6_03.jpg,TRUE,13,Rabaseda,22,20240909T093411+0000,50255,196,TRUE,FALSE,200000,Xavi Rabaseda,0000569095_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20203590,fit,logo_surnebb_pos.png,JFL,111,Ripoll,España,1.2,<dbl>,<int>,-4.1,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,3,FALSE,X. Rabaseda,Surne Bilbao Basket,36,-7.6
01/03/2008,TRUE,0,4.3,0000809286_5-6_03.jpg,TRUE,12,Keita,41,20250224T111931+0000,70624,212,TRUE,FALSE,100000,Sayon Keita,0000809177_5-6_03.jpg,NA,fit,2324BarcaLogoweb.png,JFL,289,Bamako,Malí,1,<dbl>,<int>,3.3,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,5,FALSE,S. Keita,Barça,17,2.2
27/03/2007,TRUE,0,2.5,defaultBody.jpg,TRUE,12,Butajevas,43,20241201T113335+0000,110000,206,FALSE,FALSE,110000,Arturas Butajevas,defaultFace.jpg,NA,fit,2324BarcaLogoweb.png,EUR,256,Lietuva,Lituania,0,<NULL>,<int>,2.2,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,3,FALSE,A. Butajevas,Barça,18,1.9
05/05/2004,TRUE,0,4.9,0000568878_5-6_03.jpg,TRUE,13,Chacón,10,20241118T144553+0000,85000,187,TRUE,FALSE,100000,Iker Chacón,0000568872_5-6_03.jpg,NA,fit,logo_surnebb_pos.png,JFL,254,Bilbao,España,-1,<NULL>,<int>,4.4,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,1,FALSE,I. Chacón,Surne Bilbao Basket,21,3.9
02/06/2007,TRUE,0,9.6,0000809284_5-6_03.jpg,TRUE,12,Grujicic,46,20250406T162158+0000,61412,196,FALSE,FALSE,100000,Mathieu Grujicic,0000809178_5-6_03.jpg,NA,fit,2324BarcaLogoweb.png,EUR,314,Arles,Alemania,-1.3,<dbl>,<int>,8.9,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,5,FALSE,M. Grujicic,Barça,18,8.2
05/09/1995,TRUE,0,112.8,0000566057_5-6_03.jpg,TRUE,3,Bell-Haynes,2,20240909T093357+0000,947500,188,FALSE,FALSE,620000,Trae Bell-Haynes,0000566040_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001171,fit,2425CasademontZaragoza.png,COT,28,Toronto,Jamaica,19,<dbl>,<int>,18.9,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,1,FALSE,T. Bell-Haynes,Casademont Zaragoza,29,-74.9
08/05/1999,TRUE,0,92.3,0000569349_5-6_03.jpg,TRUE,15,Musa,13,20240909T150145+0000,914231,205,FALSE,FALSE,690000,Dzanan Musa,0000569335_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001170,injured,2324RealMadrid_Logoweb.png,EUR,215,Bihac,Bosnia y Herzegovina,18.3,<dbl>,<int>,18.3,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,FALSE,D. Musa,Real Madrid,26,-55.8
13/07/1995,TRUE,0,95.4,0000565818_5-6_03.jpg,TRUE,3,Sulejmanovic,19,20240909T093358+0000,844333,205,FALSE,FALSE,400000,Emir Sulejmanovic,0000565804_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210828,fit,2425CasademontZaragoza.png,EUR,33,Luka Zepa,Finlandia,16.9,<dbl>,<int>,16.9,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,FALSE,E. Sulejmanovic,Casademont Zaragoza,29,-61.6
25/02/1995,TRUE,0,95.5,0000569487_5-6_03.jpg,TRUE,15,Hezonja,11,20240909T150145+0000,845333,202,TRUE,FALSE,470000,Mario Hezonja,0000569476_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210501,fit,2324RealMadrid_Logoweb.png,JFL,216,Dubrovnik,Croacia,16.9,<dbl>,<int>,16.9,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,FALSE,M. Hezonja,Real Madrid,30,-61.7
23/03/1991,TRUE,0,94.1,0000569403_5-6_03.jpg,TRUE,15,Campazzo,7,20240909T150145+0000,832333,181,FALSE,FALSE,700000,Facu Campazzo,0000569383_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211331,fit,2324RealMadrid_Logoweb.png,EUR,222,Córdoba,España,16.6,<dbl>,<int>,16.6,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,1,FALSE,F. Campazzo,Real Madrid,34,-60.8
22/03/1992,TRUE,0,95.8,0000569583_5-6_03.jpg,TRUE,15,Tavares,22,20240909T150145+0000,825484,220,TRUE,FALSE,850000,Edy Tavares,0000569567_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209407,fit,2324RealMadrid_Logoweb.png,JFL,210,Maio,Cabo Verde,16.5,<dbl>,<int>,16.5,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,5,FALSE,W. Tavares,Real Madrid,33,-62.7
24/10/1991,TRUE,0,73.4,0000565785_5-6_03.jpg,TRUE,3,Dubljevic,14,20240909T093358+0000,772917,205,FALSE,FALSE,630000,Bojan Dubljevic,0000565773_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210254,fit,2425CasademontZaragoza.png,EUR,30,Niksic,Montenegro,15.5,<dbl>,<int>,15.5,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,FALSE,B. Dubljevic,Casademont Zaragoza,33,-42.5
15/08/1998,TRUE,0,36.3,0000776351_5-6_03.jpg,TRUE,15,Fernando,20,20250131T155509+0000,586154,208,FALSE,FALSE,470000,Bruno Fernando,0000776340_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003852,fit,2324RealMadrid_Logoweb.png,COT,284,Luanda,Angola,11.7,<dbl>,<int>,11.7,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,5,FALSE,B. Fernando,Real Madrid,26,-12.9
28/04/1997,TRUE,0,64.1,0000566023_5-6_03.jpg,TRUE,3,Yusta,4,20240909T093359+0000,538750,200,TRUE,FALSE,480000,Santi Yusta,0000566004_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210918,fit,2425CasademontZaragoza.png,JFL,36,Madrid,España,10.8,<dbl>,<int>,10.8,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,3,FALSE,S. Yusta,Casademont Zaragoza,28,-42.6
05/02/1995,TRUE,0,61.9,0000565954_5-6_03.jpg,TRUE,3,Spissu,0,20240909T093358+0000,520313,184,FALSE,FALSE,390000,Marco Spissu,0000565940_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001155,fit,2425CasademontZaragoza.png,EUR,31,Sassari,Italia,10.4,<dbl>,<int>,10.4,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,1,FALSE,M. Spissu,Casademont Zaragoza,30,-41.1
08/02/1995,TRUE,0,41.1,0000569431_5-6_03.jpg,TRUE,15,Deck,14,20240909T150145+0000,513158,198,FALSE,FALSE,350000,Gabriel Deck,0000569415_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212952,injured,2324RealMadrid_Logoweb.png,EXT,214,Colonia Dora,Argentina,10.3,<NULL>,<int>,10.3,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,TRUE,G. Deck,Real Madrid,30,-20.5
18/09/1989,TRUE,0,38.6,0000569515_5-6_03.jpg,TRUE,15,Ibaka,18,20240909T150145+0000,482632,207,FALSE,FALSE,430000,Serge Ibaka,0000569504_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20203832,injured,2324RealMadrid_Logoweb.png,EUR,211,Brazzaville,España,9.7,<dbl>,<int>,9.7,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,5,FALSE,S. Ibaka,Real Madrid,35,-19.3
15/11/1987,TRUE,0,52.8,0000569540_5-6_03.jpg,TRUE,15,Llull,23,20240909T150145+0000,467667,190,TRUE,FALSE,240000,Sergio Llull,0000569524_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20201774,fit,2324RealMadrid_Logoweb.png,JFL,218,Mahón,España,9.4,<dbl>,<int>,9.4,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,FALSE,S. Llull,Real Madrid,37,-34.1
15/12/1995,TRUE,0,56.6,0000569283_5-6_03.jpg,TRUE,15,Abalde,6,20240909T150145+0000,464242,202,TRUE,FALSE,195000,Alberto Abalde,0000569277_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210088,fit,2324RealMadrid_Logoweb.png,JFL,219,Ferrol,España,9.3,<dbl>,<int>,9.3,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,FALSE,A. Abalde,Real Madrid,29,-38.1
15/07/1997,TRUE,0,46.9,0000569310_5-6_03.jpg,TRUE,15,Feliz,24,20240909T150145+0000,437857,188,FALSE,FALSE,500000,Andrés Feliz,0000569295_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001114,fit,2324RealMadrid_Logoweb.png,EUR,221,Santo Domingo,España,8.8,<dbl>,<int>,8.8,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,1,FALSE,A. Feliz,Real Madrid,27,-29.3
09/03/2002,TRUE,0,34.8,0000569561_5-6_03.jpg,TRUE,15,Garuba,16,20240909T150145+0000,378696,203,TRUE,FALSE,600000,Usman Garuba,0000569548_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212174,fit,2324RealMadrid_Logoweb.png,JFL,213,Azuqueca de Henares,España,7.6,<dbl>,<int>,7.6,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,5,FALSE,U. Garuba,Real Madrid,23,-19.7
20/03/1999,TRUE,0,37.9,0000565985_5-6_03.jpg,TRUE,3,González,7,20240909T093359+0000,318438,203,TRUE,FALSE,180000,Miguel González,0000565968_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212476,fit,2425CasademontZaragoza.png,JFL,37,Valladolid,España,6.4,<dbl>,<int>,6.4,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,3,FALSE,M. González,Casademont Zaragoza,26,-25.2
05/02/2006,TRUE,0,33.1,0000569460_5-6_03.jpg,TRUE,15,González,9,20240909T150145+0000,309643,198,TRUE,FALSE,200000,Hugo González,0000569444_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20213252,fit,2324RealMadrid_Logoweb.png,JFL,217,Madrid,España,6.2,<dbl>,<int>,6.2,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,FALSE,H. González,Real Madrid,19,-20.7
23/09/1997,TRUE,0,32.6,0000566087_5-6_03.jpg,TRUE,3,Mencía,8,20240909T093358+0000,305000,198,FALSE,FALSE,250000,Yoanki Mencía,0000566070_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002829,fit,2425CasademontZaragoza.png,EXT,35,Sancti Spiritus,Cuba,6.1,<dbl>,<int>,6.1,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,TRUE,Y. Mencía,Casademont Zaragoza,27,-20.4
18/10/1998,TRUE,0,17.4,0000782013_5-6_03.jpg,TRUE,3,Watson,9,20250227T171927+0000,285583,208,FALSE,FALSE,470000,Nate Watson,0000782010_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003905,fit,2425CasademontZaragoza.png,EXT,292,Virginia,EE.UU.,5.7,<dbl>,<int>,5.4,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,TRUE,N. Watson,Casademont Zaragoza,26,-6.6
03/08/1987,TRUE,0,28.8,0000565765_5-6_03.jpg,TRUE,3,Slaughter,3,20240909T093358+0000,254667,191,FALSE,FALSE,350000,AJ Slaughter,0000565754_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000031,fit,2425CasademontZaragoza.png,EUR,34,Louisville (Kentucky),Polonia,5.1,<dbl>,<int>,5.1,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,3,FALSE,AJ Slaughter,Casademont Zaragoza,37,-18.6
15/07/2000,TRUE,0,21.3,0000572573_5-6_03.jpg,TRUE,3,Fernández,10,20240909T093359+0000,247143,206,TRUE,FALSE,120000,Jaime Fernández,0000572556_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212348,injured,2425CasademontZaragoza.png,JFL,39,Zaragoza,España,4.9,<NULL>,<int>,4.9,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,FALSE,J. Fernández,Casademont Zaragoza,24,-11.4
12/10/2007,TRUE,0,-0.4,0000569359_5-6_03.jpg,TRUE,15,Gueye,15,20241020T133546+0000,152088,207,TRUE,FALSE,100000,Sidi Gueye,0000569355_5-6_03.jpg,NA,fit,2324RealMadrid_Logoweb.png,JFL,242,Guediawaye,Senegal,4.8,<NULL>,<int>,-2.2,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,5,FALSE,S. Gueye,Real Madrid,17,-4.1
26/06/2004,TRUE,0,23.7,0000569373_5-6_03.jpg,TRUE,15,Ndiaye,30,20240909T150145+0000,227778,204,TRUE,FALSE,150000,Eli John Ndiaye,0000569361_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001229,fit,2324RealMadrid_Logoweb.png,JFL,212,Guediawaye,España,4.6,<dbl>,<int>,4.6,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,5,FALSE,E. Ndiaye,Real Madrid,20,-14.6
29/04/1994,TRUE,0,21.9,0000570966_5-6_03.jpg,TRUE,15,Rathan-Mayes,8,20240909T150145+0000,216923,191,FALSE,FALSE,360000,Xavier Rathan-Mayes,0000569590_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003363,fit,2324RealMadrid_Logoweb.png,EXT,220,Markham,Canadá,4.3,<dbl>,<int>,4.3,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,TRUE,X. Rathan-Mayes,Real Madrid,31,-13.2
02/01/1994,TRUE,0,9,0000781937_5-6_03.jpg,TRUE,3,Dimsa,33,20250228T104303+0000,169000,196,FALSE,FALSE,260000,Tomas Dimsa,0000781925_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000748,fit,2425CasademontZaragoza.png,EUR,295,Kaunas,Lituania,3.4,<dbl>,<int>,3.4,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,3,FALSE,T. Dimsa,Casademont Zaragoza,31,-2.2
26/12/2006,TRUE,0,8,defaultBody.jpg,TRUE,3,Traoré,23,20250518T201745+0000,173400,205,TRUE,FALSE,240000,Youssouf Traoré,defaultFace.jpg,NA,fit,2425CasademontZaragoza.png,JFL,319,Bamako,Malí,2,<dbl>,<int>,6.4,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,FALSE,Y. Traoré,Casademont Zaragoza,18,4.8
05/10/2003,TRUE,0,3.1,0000572612_5-6_03.jpg,TRUE,3,Muñoz,32,20241207T173331+0000,97750,205,TRUE,FALSE,100000,Daniel Muñoz,0000572590_5-6_03.jpg,NA,fit,2425CasademontZaragoza.png,JFL,263,Zaragoza,España,1.8,<dbl>,<int>,2.3,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,FALSE,D. Muñoz,Casademont Zaragoza,21,1.4
12/01/2007,TRUE,0,2.3,0000569334_5-6_03.jpg,TRUE,15,Duru,2,20241103T204554+0000,100000,200,TRUE,FALSE,100000,Declan Duru,0000569329_5-6_03.jpg,NA,fit,2324RealMadrid_Logoweb.png,JFL,247,Munich,Alemania,0,<NULL>,<int>,2,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,FALSE,D. Duru,Real Madrid,18,1.7
12/01/2007,TRUE,0,2.3,0000569442_5-6_03.jpg,TRUE,15,Giménez,1,20241103T204554+0000,100000,197,TRUE,FALSE,100000,Gildas Giménez,0000569439_5-6_03.jpg,NA,fit,2324RealMadrid_Logoweb.png,JFL,248,Ouagadougou,España,0,<NULL>,<int>,2,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,FALSE,G. Giménez,Real Madrid,18,1.7
19/09/2002,TRUE,0,2.8,defaultBody.jpg,TRUE,3,Ling,55,20241115T204548+0000,120000,219,FALSE,FALSE,120000,Haydn Ling,defaultFace.jpg,NA,fit,2425CasademontZaragoza.png,EUR,252,Welwyn Garden City,Reino Unido,0,<NULL>,<int>,2.4,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,FALSE,H. Ling,Casademont Zaragoza,22,2
13/09/2007,TRUE,0,2.3,0000798180_5-6_03.jpg,TRUE,3,Minzer,11,20250323T171927+0000,100000,196,FALSE,FALSE,100000,Felipe Minzer,0000798169_5-6_03.jpg,NA,fit,2425CasademontZaragoza.png,EUR,305,Galvez,Italia,0,<NULL>,<int>,2,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,3,FALSE,F. Minzer,Casademont Zaragoza,17,1.7
18/02/2004,TRUE,0,14.2,0000607064_5-6_03.jpg,TRUE,3,Moreno,28,20241204T113331+0000,88741,193,TRUE,FALSE,200000,Álex Moreno,0000607050_5-6_03.jpg,NA,fit,2425CasademontZaragoza.png,JFL,259,Zaragoza,España,-0.4,<dbl>,<int>,12.6,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,1,FALSE,A. Moreno,Casademont Zaragoza,21,11.1
17/02/1987,TRUE,0,139,0000566185_5-6_03.jpg,TRUE,14,Tomic,44,20240909T093412+0000,1168125,217,FALSE,FALSE,700000,Ante Tomic,0000566167_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20202172,fit,1453195579.png,EUR,118,Dubrovnik,Croacia,23.4,<dbl>,<int>,23.4,https://supermanager.acb.com/files/logo/1453195579.png,5,FALSE,A. Tomic,Joventut Badalona,38,-92.3
02/08/1999,TRUE,0,91,0000566231_5-6_03.jpg,TRUE,14,Dotson,2,20240909T093412+0000,746061,188,FALSE,FALSE,430000,Devon Dotson,0000566218_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003339,fit,1453195579.png,EXT,121,Chicago (Illinois),EE.UU.,14.9,<dbl>,<int>,14.9,https://supermanager.acb.com/files/logo/1453195579.png,1,TRUE,D. Dotson,Joventut Badalona,25,-61.2
05/10/1994,TRUE,0,84.3,0000564122_5-6_03.jpg,TRUE,2,Taylor,6,20240909T093356+0000,708438,198,FALSE,FALSE,510000,Kameron Taylor,0000564110_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001981,fit,2324UnicajaLogo.png,EXT,22,Maryland,EE.UU.,14.2,<dbl>,<int>,14.2,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,3,TRUE,K. Taylor,Unicaja,30,-56
25/06/1992,TRUE,0,86.5,0000566198_5-6_03.jpg,TRUE,14,Pustovyi,13,20240909T093411+0000,708788,219,FALSE,FALSE,540000,Artem Pustovyi,0000566188_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211643,fit,1453195579.png,EUR,116,Sofiyivka,Ucrania,14.2,<dbl>,<int>,14.2,https://supermanager.acb.com/files/logo/1453195579.png,5,FALSE,A. Pustovyi,Joventut Badalona,32,-58.1
20/04/1994,TRUE,0,81.6,0000566330_5-6_03.jpg,TRUE,14,Robertson,30,20240909T093411+0000,703871,190,FALSE,FALSE,360000,Kassius Robertson,0000566312_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000287,injured,1453195579.png,COT,115,Toronto,Jamaica,14.1,<dbl>,<int>,14.1,https://supermanager.acb.com/files/logo/1453195579.png,3,FALSE,K. Robertson,Joventut Badalona,31,-53.5
23/12/1992,TRUE,0,83.1,0000564150_5-6_03.jpg,TRUE,2,Perry,55,20240909T093354+0000,680909,183,FALSE,FALSE,500000,Kendrick Perry,0000564136_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001977,fit,2324UnicajaLogo.png,EUR,16,Atlanta,Montenegro,13.6,<dbl>,<int>,13.6,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,1,FALSE,K. Perry,Unicaja,32,-55.8
14/01/1998,TRUE,0,77.4,0000564350_5-6_03.jpg,TRUE,2,Carter,11,20240909T093355+0000,650000,193,FALSE,FALSE,430000,Tyson Carter,0000564330_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001978,injured,2324UnicajaLogo.png,EXT,21,Mississippi,EE.UU.,13,<dbl>,<int>,13,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,1,TRUE,T. Carter,Unicaja,27,-51.4
06/05/1994,TRUE,0,63,0000604561_5-6_03.jpg,TRUE,14,Dekker,17,20241115T144554+0000,642800,206,FALSE,FALSE,400000,Sam Dekker,0000604555_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003529,fit,1453195579.png,EXT,251,Wisconsin,EE.UU.,12.9,<dbl>,<int>,12.9,https://supermanager.acb.com/files/logo/1453195579.png,5,TRUE,S. Dekker,Joventut Badalona,31,-37.3
08/08/1996,TRUE,0,71.1,0000564051_5-6_03.jpg,TRUE,2,Osetkowski,1,20240909T093355+0000,629000,206,FALSE,FALSE,600000,Dylan Osetkowski,0000564043_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001979,fit,2324UnicajaLogo.png,EUR,18,La Jolla (California),Alemania,12.6,<dbl>,<int>,12.6,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,5,FALSE,D. Osetkowski,Unicaja,28,-45.9
29/01/1996,TRUE,0,59.6,0000564371_5-6_03.jpg,TRUE,2,Tyson,0,20240909T093356+0000,572963,202,TRUE,FALSE,440000,Tyson Pérez,0000564362_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000053,injured,2324UnicajaLogo.png,JFL,25,Santo Domingo,España,11.5,<dbl>,<int>,11.5,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,5,FALSE,T. Pérez,Unicaja,29,-36.7
12/04/1989,TRUE,0,60.1,0000566138_5-6_03.jpg,TRUE,14,Hanga,88,20240909T093412+0000,493030,201,FALSE,FALSE,340000,Adam Hanga,0000566132_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209836,fit,1453195579.png,EUR,119,Budapest,Hungría,9.9,<dbl>,<int>,9.9,https://supermanager.acb.com/files/logo/1453195579.png,3,FALSE,A. Hanga,Joventut Badalona,36,-40.4
23/04/1994,TRUE,0,52.3,0000563991_5-6_03.jpg,TRUE,2,Díaz,9,20240909T093356+0000,488929,190,TRUE,FALSE,460000,Alberto Díaz,0000563988_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209226,fit,2324UnicajaLogo.png,JFL,27,Málaga,España,9.8,<dbl>,<int>,9.8,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,1,FALSE,A. Díaz,Unicaja,31,-32.8
05/03/1998,TRUE,0,48.2,0000564178_5-6_03.jpg,TRUE,2,Tillie,33,20240909T093355+0000,477308,208,FALSE,FALSE,290000,Killian Tillie,0000564171_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003424,fit,2324UnicajaLogo.png,EUR,17,Paris,Francia,9.5,<dbl>,<int>,9.5,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,5,FALSE,K. Tillie,Unicaja,27,-29.1
12/09/1992,TRUE,0,49.5,0000564030_5-6_03.jpg,TRUE,2,Kravish,45,20240909T093355+0000,475556,208,FALSE,FALSE,320000,David Kravish,0000564021_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000023,fit,2324UnicajaLogo.png,EUR,19,Jolliet (Illinois),Bulgaria,9.5,<dbl>,<int>,9.5,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,5,FALSE,D. Kravish,Unicaja,32,-30.4
16/10/2002,TRUE,0,50.9,0000566509_5-6_03.jpg,TRUE,14,Kraag,1,20240909T093413+0000,407059,202,TRUE,FALSE,210000,Yannick Kraag,0000566490_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000095,fit,1453195579.png,JFL,122,Amsterdam,Países Bajos,8.1,<dbl>,<int>,8.1,https://supermanager.acb.com/files/logo/1453195579.png,3,FALSE,Y. Kraag,Joventut Badalona,22,-34.6
19/12/1992,TRUE,0,46.7,0000564316_5-6_03.jpg,TRUE,2,Kalinoski,4,20240909T093355+0000,392500,193,FALSE,FALSE,280000,Tyler Kalinoski,0000564308_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001169,fit,2324UnicajaLogo.png,EUR,20,Ohio,EE.UU.,7.9,<dbl>,<int>,7.8,https://supermanager.acb.com/files/logo/2324UnicajaLogo.png,3,FALSE,T. Kalinoski,Unicaja,32,-31
21/07/1993,TRUE,0,17.6,0000807419_5-6_03.jpg,TRUE,14,Grazulis,24,20250404T202809+0000,351111,203,FALSE,FALSE,300000,Andrejs Grazulis,0000807413_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003927,fit,1453195579.png,EUR,313,Aizkraukle,Letonia,7,<dbl>,<int>,7,https://supermanager.acb.com/files/logo/1453195579.png,5,FALSE,A. Grazulis,Joventut Badalona,31,-3.5
